"parent_sku","sku","stock_status",regular_price,"tax_class","images","meta:attribute_Colour","meta:attribute_Size"
"HB597","HB597WHITM","instock",7.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5dfb502d792e193a5f000180.jpg","White","M"
"HB597","HB597WHITS","instock",7.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5dfb502d792e193a5f000180.jpg","White","S"
"HB597","HB597WHITXL","instock",7.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5dfb502d792e193a5f000180.jpg","White","XL"
"HB597","HB597WHITXS","instock",7.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5dfb502d792e193a5f000180.jpg","White","XS"
"HB598","HB598BLAC2XL","instock",10.50,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/16c8a0d8/5dfab7886aa6116a6d0002f6ac644a90.jpg","Black","2XL"
"HB598","HB598BLAC3XL","instock",11.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/16c8a0d8/5dfab7886aa6116a6d0002f6ac644a90.jpg","Black","3XL"
"HB598","HB598BLAC4XL","instock",11.50,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/16c8a0d8/5dfab7886aa6116a6d0002f6ac644a90.jpg","Black","4XL"
"HB598","HB598BLACL","instock",10.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/16c8a0d8/5dfab7886aa6116a6d0002f6ac644a90.jpg","Black","L"
"HB598","HB598BLACM","instock",10.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/16c8a0d8/5dfab7886aa6116a6d0002f6ac644a90.jpg","Black","M"
"HB598","HB598BLACS","instock",10.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/16c8a0d8/5dfab7886aa6116a6d0002f6ac644a90.jpg","Black","S"
"HB598","HB598BLACXL","instock",10.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/16c8a0d8/5dfab7886aa6116a6d0002f6ac644a90.jpg","Black","XL"
"HB598","HB598BLACXS","instock",10.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/16c8a0d8/5dfab7886aa6116a6d0002f6ac644a90.jpg","Black","XS"
"HB598","HB598WHIT2XL","instock",10.50,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/16c8a0d8/5dfab7886aa6116a6d0002f89c0748f5.jpg","White","2XL"
"HB598","HB598WHIT3XL","instock",11.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/16c8a0d8/5dfab7886aa6116a6d0002f89c0748f5.jpg","White","3XL"
"HB598","HB598WHIT4XL","instock",11.50,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/16c8a0d8/5dfab7886aa6116a6d0002f89c0748f5.jpg","White","4XL"
"HB598","HB598WHITL","instock",10.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/16c8a0d8/5dfab7886aa6116a6d0002f89c0748f5.jpg","White","L"
"HB598","HB598WHITM","instock",10.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/16c8a0d8/5dfab7886aa6116a6d0002f89c0748f5.jpg","White","M"
"HB598","HB598WHITS","instock",10.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/16c8a0d8/5dfab7886aa6116a6d0002f89c0748f5.jpg","White","S"
"HB598","HB598WHITXL","instock",10.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/16c8a0d8/5dfab7886aa6116a6d0002f89c0748f5.jpg","White","XL"
"HB598","HB598WHITXS","instock",10.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/16c8a0d8/5dfab7886aa6116a6d0002f89c0748f5.jpg","White","XS"
"HB640","HB640BLAC30L","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c29035da47.jpg","Black","30 Long"
"HB640","HB640BLAC30R","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c29035da47.jpg","Black","30 Reg"
"HB640","HB640BLAC32L","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c29035da47.jpg","Black","32 Long"
"HB640","HB640BLAC32R","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c29035da47.jpg","Black","32 Reg"
"HB640","HB640BLAC34L","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c29035da47.jpg","Black","34 Long"
"HB640","HB640BLAC34R","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c29035da47.jpg","Black","34 Reg"
"HB640","HB640BLAC36L","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c29035da47.jpg","Black","36 Long"
"HB640","HB640BLAC36R","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c29035da47.jpg","Black","36 Reg"
"HB640","HB640BLAC38L","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c29035da47.jpg","Black","38 Long"
"HB640","HB640BLAC38R","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c29035da47.jpg","Black","38 Reg"
"HB640","HB640BLAC40L","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c29035da47.jpg","Black","40 Long"
"HB640","HB640BLAC40R","outofstock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c29035da47.jpg","Black","40 Reg"
"HB640","HB640BLAC42U","instock",13.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c29035da47.jpg","Black","42 Unfinished"
"HB640","HB640BLAC44U","instock",13.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c29035da47.jpg","Black","44 Unfinished"
"HB640","HB640NAVY30L","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c653ee1700.jpg","Navy","30 Long"
"HB640","HB640NAVY30R","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c653ee1700.jpg","Navy","30 Reg"
"HB640","HB640NAVY32L","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c653ee1700.jpg","Navy","32 Long"
"HB640","HB640NAVY32R","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c653ee1700.jpg","Navy","32 Reg"
"HB640","HB640NAVY34L","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c653ee1700.jpg","Navy","34 Long"
"HB640","HB640NAVY34R","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c653ee1700.jpg","Navy","34 Reg"
"HB640","HB640NAVY36L","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c653ee1700.jpg","Navy","36 Long"
"HB640","HB640NAVY36R","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c653ee1700.jpg","Navy","36 Reg"
"HB640","HB640NAVY38L","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c653ee1700.jpg","Navy","38 Long"
"HB640","HB640NAVY38R","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c653ee1700.jpg","Navy","38 Reg"
"HB640","HB640NAVY40L","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c653ee1700.jpg","Navy","40 Long"
"HB640","HB640NAVY40R","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c653ee1700.jpg","Navy","40 Reg"
"HB640","HB640NAVY42U","instock",13.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c653ee1700.jpg","Navy","42 Unfinished"
"HB640","HB640NAVY44U","instock",13.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c653ee1700.jpg","Navy","44 Unfinished"
"HB640","HB640STON30L","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c8567c23d6.jpg","Stone","30 Long"
"HB640","HB640STON30R","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c8567c23d6.jpg","Stone","30 Reg"
"HB640","HB640STON32L","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c8567c23d6.jpg","Stone","32 Long"
"HB640","HB640STON32R","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c8567c23d6.jpg","Stone","32 Reg"
"HB640","HB640STON34L","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c8567c23d6.jpg","Stone","34 Long"
"HB640","HB640STON34R","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c8567c23d6.jpg","Stone","34 Reg"
"HB640","HB640STON36L","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c8567c23d6.jpg","Stone","36 Long"
"HB640","HB640STON36R","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c8567c23d6.jpg","Stone","36 Reg"
"HB640","HB640STON38L","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c8567c23d6.jpg","Stone","38 Long"
"HB640","HB640STON38R","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c8567c23d6.jpg","Stone","38 Reg"
"HB640","HB640STON40L","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c8567c23d6.jpg","Stone","40 Long"
"HB640","HB640STON40R","instock",12.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c8567c23d6.jpg","Stone","40 Reg"
"HB640","HB640STON42U","instock",13.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c8567c23d6.jpg","Stone","42 Unfinished"
"HB640","HB640STON44U","instock",13.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c8567c23d6.jpg","Stone","44 Unfinished"
"HB641","HB641BLAC2XLL","instock",12.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c914362c23.jpg","Black","2XL Long"
"HB641","HB641BLAC2XLR","instock",12.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c914362c23.jpg","Black","2XL Reg"
"HB641","HB641BLAC3XLL","instock",13.50,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c914362c23.jpg","Black","3XL Long"
"HB641","HB641BLAC3XLR","instock",13.50,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c914362c23.jpg","Black","3XL Reg"
"HB641","HB641BLAC4XLL","instock",14.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c914362c23.jpg","Black","4XL Long"
"HB641","HB641BLAC4XLR","instock",14.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c914362c23.jpg","Black","4XL Reg"
"HB641","HB641BLACLL","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c914362c23.jpg","Black","L Long"
"HB641","HB641BLACLR","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c914362c23.jpg","Black","L Reg"
"HB641","HB641BLACML","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c914362c23.jpg","Black","M Long"
"HB641","HB641BLACMR","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c914362c23.jpg","Black","M Reg"
"HB641","HB641BLACSL","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c914362c23.jpg","Black","S Long"
"HB641","HB641BLACSR","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c914362c23.jpg","Black","S Reg"
"HB641","HB641BLACXLL","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c914362c23.jpg","Black","XL Long"
"HB641","HB641BLACXLR","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c914362c23.jpg","Black","XL Reg"
"HB641","HB641BLACXSL","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c914362c23.jpg","Black","XS Long"
"HB641","HB641BLACXSR","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32c914362c23.jpg","Black","XS Reg"
"HB641","HB641NAVY2XLL","instock",12.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cda064d0c7.jpg","Navy","2XL Long"
"HB641","HB641NAVY2XLR","instock",12.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cda064d0c7.jpg","Navy","2XL Reg"
"HB641","HB641NAVY3XLL","instock",13.50,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cda064d0c7.jpg","Navy","3XL Long"
"HB641","HB641NAVY3XLR","instock",13.50,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cda064d0c7.jpg","Navy","3XL Reg"
"HB641","HB641NAVY4XLL","instock",14.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cda064d0c7.jpg","Navy","4XL Long"
"HB641","HB641NAVY4XLR","instock",14.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cda064d0c7.jpg","Navy","4XL Reg"
"HB641","HB641NAVYLL","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cda064d0c7.jpg","Navy","L Long"
"HB641","HB641NAVYLR","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cda064d0c7.jpg","Navy","L Reg"
"HB641","HB641NAVYML","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cda064d0c7.jpg","Navy","M Long"
"HB641","HB641NAVYMR","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cda064d0c7.jpg","Navy","M Reg"
"HB641","HB641NAVYSL","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cda064d0c7.jpg","Navy","S Long"
"HB641","HB641NAVYSR","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cda064d0c7.jpg","Navy","S Reg"
"HB641","HB641NAVYXLL","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cda064d0c7.jpg","Navy","XL Long"
"HB641","HB641NAVYXLR","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cda064d0c7.jpg","Navy","XL Reg"
"HB641","HB641NAVYXSL","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cda064d0c7.jpg","Navy","XS Long"
"HB641","HB641NAVYXSR","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cda064d0c7.jpg","Navy","XS Reg"
"HB641","HB641STON2XLL","instock",12.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cfe419e7ce.jpg","Stone","2XL Long"
"HB641","HB641STON2XLR","instock",12.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cfe419e7ce.jpg","Stone","2XL Reg"
"HB641","HB641STON3XLL","instock",13.50,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cfe419e7ce.jpg","Stone","3XL Long"
"HB641","HB641STON3XLR","instock",13.50,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cfe419e7ce.jpg","Stone","3XL Reg"
"HB641","HB641STON4XLL","instock",14.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cfe419e7ce.jpg","Stone","4XL Long"
"HB641","HB641STON4XLR","instock",14.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cfe419e7ce.jpg","Stone","4XL Reg"
"HB641","HB641STONLL","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cfe419e7ce.jpg","Stone","L Long"
"HB641","HB641STONLR","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cfe419e7ce.jpg","Stone","L Reg"
"HB641","HB641STONML","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cfe419e7ce.jpg","Stone","M Long"
"HB641","HB641STONMR","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cfe419e7ce.jpg","Stone","M Reg"
"HB641","HB641STONSL","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cfe419e7ce.jpg","Stone","S Long"
"HB641","HB641STONSR","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cfe419e7ce.jpg","Stone","S Reg"
"HB641","HB641STONXLL","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cfe419e7ce.jpg","Stone","XL Long"
"HB641","HB641STONXLR","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cfe419e7ce.jpg","Stone","XL Reg"
"HB641","HB641STONXSL","instock",11.99,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32cfe419e7ce.jpg","Stone","XS Long"
"HB650","HB650BLAC30L","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d0fef17d94.jpg","Black","30 Long"
"HB650","HB650BLAC30R","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d0fef17d94.jpg","Black","30 Reg"
"HB650","HB650BLAC32L","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d0fef17d94.jpg","Black","32 Long"
"HB650","HB650BLAC32R","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d0fef17d94.jpg","Black","32 Reg"
"HB650","HB650BLAC34L","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d0fef17d94.jpg","Black","34 Long"
"HB650","HB650BLAC34R","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d0fef17d94.jpg","Black","34 Reg"
"HB650","HB650BLAC36L","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d0fef17d94.jpg","Black","36 Long"
"HB650","HB650BLAC36R","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d0fef17d94.jpg","Black","36 Reg"
"HB650","HB650BLAC38L","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d0fef17d94.jpg","Black","38 Long"
"HB650","HB650BLAC38R","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d0fef17d94.jpg","Black","38 Reg"
"HB650","HB650BLAC40L","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d0fef17d94.jpg","Black","40 Long"
"HB650","HB650BLAC40R","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d0fef17d94.jpg","Black","40 Reg"
"HB650","HB650BLAC42U","instock",15.50,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d0fef17d94.jpg","Black","42 Unfinished"
"HB650","HB650BLAC44U","instock",15.50,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d0fef17d94.jpg","Black","44 Unfinished"
"HB650","HB650NAVY30L","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d6d06f16cd.jpg","Navy","30 Long"
"HB650","HB650NAVY30R","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d6d06f16cd.jpg","Navy","30 Reg"
"HB650","HB650NAVY32L","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d6d06f16cd.jpg","Navy","32 Long"
"HB650","HB650NAVY32R","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d6d06f16cd.jpg","Navy","32 Reg"
"HB650","HB650NAVY34L","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d6d06f16cd.jpg","Navy","34 Long"
"HB650","HB650NAVY34R","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d6d06f16cd.jpg","Navy","34 Reg"
"HB650","HB650NAVY36L","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d6d06f16cd.jpg","Navy","36 Long"
"HB650","HB650NAVY36R","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d6d06f16cd.jpg","Navy","36 Reg"
"HB650","HB650NAVY38L","instock",14.20,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/df7c1f21/5c5c3e3deb9f5b1c75ce32d6d06f16cd.jpg","Navy","38 Long"
